pmid,year,journal,title,decision,stage,rule_id,detail,flags
40583201,2025,Korean journal of ophthalmology : KJO,Six-Month Outcomes of Accelerated Corneal Cross-Linking with a Total Dose of 7.2 J/cm2 Using Dextran-Free Riboflavin.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
40583187,2025,Journal of cataract and refractive surgery,Investigating the effect of different riboflavin concentrations on corneal biomechanical properties in crosslinking.,keep,keep,keep.content,signal='riboflavin' ophth='riboflavin',ophthalmology_journal
40582688,2025,American journal of ophthalmology,Early Structural Changes in Keratoconic Eyes After Corneal Crosslinking Detected by Polarization-Sensitive Optical Coherence Tomography.,keep,keep,keep.content,signal='Crosslink' ophth='Keratocon',ophthalmology_journal
40580225,2025,International ophthalmology,Corneal biomechanical property changes following corneal collagen cross-linking in keratoconus: a systematic review and meta-regression analysis.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
40557955,2025,Cornea,Letter Regarding: Delayed Late-Onset Severe Progressive Corneal Flattening: A Complication 9 Years After Corneal Collagen Crosslinking.,keep,keep,keep.content,signal='Crosslink' ophth='Cornea',ophthalmology_journal;no_abstract
40546526,2025,Cureus,Periocular Vitiligo in Keratoconus: A Case Report and Literature Review.,keep,keep,keep.content,signal='cross-link' ophth='Keratocon',
40539632,2025,Cornea,Infectious Keratitis After Corneal Cross-Linking: A Retrospective Case Series.,keep,keep,keep.content,signal='Cross-Link' ophth='Keratitis',ophthalmology_journal
40536502,2025,Lupus,Sirtuin-1 in systemic lupus erythematosus: Frequency of keratoconjunctivitis sicca and relation to disease activity.,exclude,content,content.no_cxl_signal,"no cross-linking term in title, abstract or keywords",
40534811,2025,International journal of ophthalmology,Corneal surface changes after stromal lenticule addition keratoplasty combined with cross-linking for severe keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
40534684,2025,Frontiers in medicine,Digital transformation of care for keratoconus patients: ML modeling structural outcomes of corneal collagen cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',
40529104,2025,Ophthalmology science,Scleral Thickness in Eyes with Pachychoroid Pigment Epitheliopathy Accompanied by Keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='Sclera',ophthalmology_journal
40520475,2025,Ophthalmology science,Clinical Efficacy of Ex Vivo Cross-Linking on Neovascularization of the Donor Cornea Carrier Tissue for the Boston Type I Keratoprosthesis.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
40513991,2025,Survey of ophthalmology,Brillouin microscopy for focal biomechanical measurements in normal and keratoconic corneas: A narrative review.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
40492632,2025,Cornea,Safety and Efficacy of Corneal Crosslinking Combined With Phototherapeutic Keratectomy With or Without Topography-Guided Photorefractive Keratectomy.,keep,keep,keep.content,signal='Crosslink' ophth='Cornea',ophthalmology_journal
40488477,2025,"Journal of refractive surgery (Thorofare, N.J. : 1995)",KERATO Biomechanics Study 2: A Comparative Evaluation Before and After Corneal Cross-Linking Using Brillouin Microscopy and Dynamic Scheimpflug Imaging.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
40487179,2025,Materials today. Bio,Oxygen-releasing microneedles enhance the therapeutic effect of corneal ectasia by increasing corneal oxygen content and riboflavin concentration during cross-linking.,keep,keep,keep.content,signal='riboflavin' ophth='cornea',
40474170,2025,BMC ophthalmology,Combined femtosecond intrastromal lenticular implantation and corneal crosslinking to treat advanced keratoconus: a 6-month observation including epithelial remodeling.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
40468035,2025,International ophthalmology,An evaluation of anterior segment and corneal changes during the valsalva maneuver in keratoconus patients with and without corneal cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
40465589,2025,PloS one,Sociodemographic predictors of acute corneal hydrops in patients with unstable keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='cornea',
40459640,2025,International ophthalmology,Clinical factors affecting corneal epithelial healing after epithelium-off collagen cross-linking in patients with keratoconus: a prospective cohort study.,keep,keep,keep.content,signal='epithelium-off' ophth='cornea',ophthalmology_journal
40456396,2025,American journal of ophthalmology,Combined Accelerated Crosslinking With Laser In Situ Keratomileusis (LASIK) for Myopic Patients: A Systematic Review and Meta-Analysis.,keep,keep,keep.content,signal='Crosslink' ophth='LASIK',ophthalmology_journal
40455349,2025,International ophthalmology,Efficacy of implantable Collamer lens after corneal cross-linking in patients with keratoconus: a systematic review and meta-analysis.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
40447612,2025,Scientific reports,Author Correction: A unique and biocompatible corneal collagen crosslinking in vivo.,keep,manual,manual.include,Author correction to an in vivo corneal collagen crosslinking paper [Claude-proposed 2026-09-10],
40446871,2025,International journal of pharmaceutics,Novel treatments for bacterial keratitis: A review.,keep,keep,keep.content,signal='cross-link' ophth='keratitis',
40427084,2025,Biomedicines,Two-Staged Sequential Management of Post-LASIK Ectasia: Under-Flap Corneal Cross-Linking for Stabilization Followed by Flap Surface Topography-Guided PRK for Visual Optimization.,keep,keep,keep.content,signal='Cross-Link' ophth='LASIK',
40423617,2025,Translational vision science & technology,The Efficacy and Safety of Oxygen-Enriched Rose Bengal and Green Light Corneal Crosslinking.,keep,keep,keep.content,signal='Rose Bengal' ophth='Cornea',ophthalmology_journal
40402979,2025,PloS one,Progression of keratoconus in the contralateral eye following acute corneal hydrops: A retrospective study.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',
40385105,2025,International journal of ophthalmology,Simultaneous versus sequential corneal cross-linking and intracorneal ring segments implantation for keratoconus: two-year study.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
40357455,2025,"Clinical ophthalmology (Auckland, N.Z.)",Efficacy and Safety of Epi-On vs Epi-Off Corneal Cross-Linking in Corneal Ectasia: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.,keep,keep,keep.content,signal='Epi-On' ophth='Cornea',ophthalmology_journal
40345843,2025,The British journal of ophthalmology,Feature developments in artificial corneal devices: a review.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
40340679,2025,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Comparison of Customized and Standard Corneal Cross-linking for Ectasia After Laser in Situ Keratomileusis.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
40340672,2025,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Accelerated Epithelium-off Corneal Cross-linking With Preservation of a Central Epithelial Island in the Management of Paracentral Progressive Keratoconus: A Comparative Clinical Trial.,keep,keep,keep.content,signal='Epithelium-off' ophth='Epitheli',ophthalmology_journal
40328290,2025,"Progress in biomedical engineering (Bristol, England)",Anterior segment applications of optical coherence elastography in ophthalmic and vision science: a systematic review of intrinsic measurement techniques and clinical relevance.,keep,keep,keep.content,signal='crosslink' ophth='ophthalm',
40319215,2025,International ophthalmology,Astigmatic vector analysis after combined surgery for forme fruste keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',ophthalmology_journal
40288478,2025,Photodiagnosis and photodynamic therapy,"Comparative study of the corneal morphological characteristics of keratoconus evaluated using Pentacam, Sirius, and CASIA2.",keep,keep,keep.content,signal='crosslink' ophth='cornea',
40283414,2025,Journal of clinical medicine,Keratometry Changes Between Year Seven and Twelve After Corneal Crosslinking in Patients with Keratoconus.,keep,keep,keep.content,signal='Crosslink' ophth='Keratometr',
40277277,2025,Current opinion in ophthalmology,Minimally invasive approaches to management of keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',ophthalmology_journal
40272309,2025,Indian journal of ophthalmology,Bilateral simultaneous accelerated corneal collagen cross-linking in pediatric keratoconus: 24-month follow-up results.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
40272228,2025,Turkish journal of ophthalmology,Bilateral Keratoconus in Diffuse Cutaneous Systemic Sclerosis: A Rare Presentation - Is There Any Role of Autoimmunity?,keep,keep,keep.content,signal='cross link' ophth='Keratocon',ophthalmology_journal;no_abstract;cxl_signal_in_keywords_only
40269767,2025,BMC ophthalmology,Corneal cross-linking for infectious keratitis of various causes: an umbrella review.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
40265998,2025,Cornea,Corneal Collagen Crosslinking for Progressive Post-Laser In Situ Keratomileusis Ectasia in Patients Older Than 50 Years: A Case Series.,keep,keep,keep.content,signal='Crosslink' ophth='Cornea',ophthalmology_journal
40258779,2025,Clinical & experimental optometry,Evaluating the accuracy and quality of YouTube videos on corneal cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
40257878,2025,IEEE transactions on bio-medical engineering,Method for Assessing Local Mechanical Properties of the Cornea Based on Spectroscopic Magnetomotive Optical Coherence Elastography.,keep,manual,manual.include,Spectroscopic OCT method tested on crosslinked (CXL) regions [Claude-proposed 2026-09-10],
40252785,2025,Photodiagnosis and photodynamic therapy,Corneal crosslinking effects on macular microvasculature in progressive keratoconus cases: A prospective single-arm study.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',
40245974,2025,American journal of ophthalmology,The Effects of Vitamin D on Keratoconus Progression.,keep,keep,keep.content,signal='crosslink' ophth='Keratocon',ophthalmology_journal
40243077,2025,Indian journal of ophthalmology,Evaluating the efficacy and safety of iontophoresis-assisted corneal cross-linking compared to standard CXL in the treatment of keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
40243075,2025,Indian journal of ophthalmology,Safety and efficacy of simultaneous photorefractive keratectomy and corneal cross-linking in managing suspected keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='photorefractive',ophthalmology_journal
40243052,2025,Indian journal of ophthalmology,Femtosecond laser-assisted corneal intrastromal negative meniscus lenticule implantation with accelerated collagen crosslinking (FILAC) in advanced keratoconus in Indian eyes: A prospective interventi,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
40240685,2025,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Visual rehabilitation in keratoconus by altering corneal shape using the corneal crosslinking pen: initial results.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',ophthalmology_journal
40237849,2025,International ophthalmology,Pulsed light epithelium-off accelerated corneal collagen crosslinking with 30mW/cm2 irradiance and 7.2 J/cm2 radiant exposure: 2-year results.,keep,keep,keep.content,signal='epithelium-off' ophth='epitheli',ophthalmology_journal
40233220,2025,Cornea,Outcomes of Corneal Collagen Crosslinking Under General Anesthesia in Down Syndrome.,keep,keep,keep.content,signal='Crosslink' ophth='Cornea',ophthalmology_journal
40228740,2025,Archivos de la Sociedad Espanola de Oftalmologia,Herpetic keratitis after corneal crosslinking.,keep,keep,keep.content,signal='crosslink' ophth='keratitis',ophthalmology_journal
40228578,2025,Journal of AAPOS : the official publication of the American Association for Pediatric Ophthalmology and Strabismus,Corneal tomography under general anesthesia in the lateral decubitus position.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
